candidate_id,display_name,primary_handle,city,audience_band,contactability,platform,canonical_url,follower_count,source_url
3909121d9ab9a09f9d4f,Ника о бережном отношении к старому фонду,details_spb,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/details_spb,14000,https://www.instagram.com/details_spb
3909121d9ab9a09f9d4f,Ника о бережном отношении к старому фонду,details_spb,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@details_spb,1500,https://threadlook.com/profile/details_spb
c764011af635f82a054f,Никита | изучаю дореволюционную одежду,historycostume,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/historycostume,13000,https://www.instagram.com/historycostume
7248dc342d317b6106cc,Про Питер и путешествия,kotlet,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/kotlet,33000,https://www.instagram.com/kotlet
7248dc342d317b6106cc,Про Питер и путешествия,kotlet,Санкт-Петербург,micro,manual_only,threads,https://www.threads.com/@kotlet,23300,https://threadlook.com/profile/kotlet
88ae8328a01be20b1c36,Сергей Макаров,sergeygokk,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/sergeygokk,45000,https://www.instagram.com/sergeygokk
4af5adddb95090ddccf4,Таня ✶ fashion influencer ✶ ugc-контент ✶ Питер,miniiriba,Санкт-Петербург,micro,advertising_contact,instagram,https://www.instagram.com/miniiriba,35000,https://www.instagram.com/miniiriba
4af5adddb95090ddccf4,Таня ✶ fashion influencer ✶ ugc-контент ✶ Питер,miniiriba,Санкт-Петербург,micro,advertising_contact,threads,https://www.threads.com/@miniiriba,2900,https://threadlook.com/profile/miniiriba
c38b2ecb9a99142f1f86,Таша Тейл,tashatale,Санкт-Петербург,mid,manual_only,instagram,https://www.instagram.com/tashatale,160000,https://www.instagram.com/tashatale
c38b2ecb9a99142f1f86,Таша Тейл,tashatale,Санкт-Петербург,mid,manual_only,threads,https://www.threads.com/@tashatale,8200,https://threadlook.com/profile/tashatale
7147e7189322fb0036ad,Тут жизнь и Лера🎠,tut_lera,Санкт-Петербург,micro,manual_only,instagram,https://www.instagram.com/tut_lera,89000,https://www.instagram.com/tut_lera
7147e7189322fb0036ad,Тут жизнь и Лера🎠,tut_lera,Санкт-Петербург,micro,manual_only,tiktok,https://www.tiktok.com/@tut_lera,,https://www.tiktok.com/@tut_lera
